sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,is_recid,jailtime
Male,35,African-American,0,0,0,1,M,0,9
Male,32,Caucasian,0,0,0,8,F,1,1
Male,21,African-American,0,0,0,1,M,1,1
Male,25,Hispanic,0,0,0,0,F,0,1
Male,22,African-American,0,0,0,0,F,0,16
Male,29,Hispanic,0,0,0,4,F,0,12
Male,30,African-American,0,0,0,4,M,1,1
Female,30,African-American,0,0,0,3,F,0,26
Male,26,Caucasian,0,0,0,1,F,0,2
Male,22,Caucasian,0,0,0,1,F,0,1
Male,56,African-American,0,0,0,8,F,0,8
Male,23,African-American,0,0,0,2,F,1,6
Male,32,Caucasian,1,0,0,8,F,1,2
Male,52,Caucasian,0,0,0,1,F,0,2
Male,29,African-American,0,0,0,6,F,1,40
Female,51,Hispanic,0,0,0,0,M,0,1
Male,42,Caucasian,0,0,0,0,M,0,0
Male,41,Caucasian,0,0,0,0,F,0,37
Male,19,Hispanic,0,0,0,0,F,0,1
Male,55,Hispanic,0,0,0,6,F,0,242
Male,21,African-American,0,0,1,0,F,1,1
Female,36,Caucasian,0,0,0,4,F,1,168
Female,34,Other,0,0,0,1,M,0,5
Female,22,African-American,0,0,0,0,M,0,1
Male,45,Hispanic,0,0,0,2,F,0,47
Male,29,African-American,0,0,0,0,M,0,1
Male,30,African-American,0,0,0,6,F,1,3
Female,35,Hispanic,0,0,0,0,F,0,1
Male,51,African-American,0,0,0,17,M,0,0
Male,45,Hispanic,0,0,0,20,F,1,2
Male,27,African-American,0,0,0,3,F,1,302
Male,24,Hispanic,0,0,0,1,F,1,14
Male,25,Caucasian,0,0,0,0,M,0,1
Male,24,Caucasian,0,0,0,2,F,0,0
Male,50,Caucasian,0,0,0,0,F,0,1
Male,23,African-American,0,0,0,2,M,0,5
Female,42,Other,0,0,0,2,M,0,14
Male,55,Caucasian,0,0,0,0,M,0,1
Male,29,African-American,0,0,0,8,F,0,41
Male,36,African-American,0,0,0,5,F,0,1
Male,23,African-American,0,0,0,0,F,0,3
Male,69,Hispanic,0,0,0,0,M,0,1
Male,21,Hispanic,0,0,1,1,F,1,2
Male,59,Hispanic,0,0,0,1,O,0,1
Male,39,African-American,0,0,0,1,F,0,5
Male,29,African-American,0,0,0,2,F,0,38
Male,22,Hispanic,0,0,0,1,M,1,2
Male,34,African-American,0,2,0,8,M,0,1
Male,44,Caucasian,0,0,0,6,F,0,0
Male,25,African-American,0,0,0,2,F,0,58
Male,31,African-American,0,0,0,0,F,0,0
Male,35,African-American,0,1,0,17,M,1,2
Male,27,African-American,0,0,0,11,M,1,2
Male,30,Caucasian,0,0,0,13,F,0,375
Male,33,African-American,0,0,0,1,F,0,2
Male,29,Other,0,0,0,0,M,0,1
Female,50,Caucasian,0,0,0,0,F,0,1
Male,28,African-American,0,0,0,6,F,1,1
Male,20,African-American,1,0,1,1,F,1,2
Male,60,Caucasian,0,0,0,1,F,0,1
Male,53,Hispanic,0,0,0,0,M,0,1
Female,38,Other,0,0,0,0,M,0,1
Male,51,Hispanic,0,0,0,0,F,1,1
Male,25,Hispanic,0,0,0,1,F,0,32
Female,23,Caucasian,0,0,0,1,M,0,1
Male,27,African-American,2,1,0,5,F,1,203
Female,54,African-American,0,0,0,0,F,0,1
Female,26,African-American,0,0,1,3,M,0,1
Male,24,Caucasian,1,2,0,3,M,0,2
Male,55,Hispanic,0,0,0,1,F,1,1
Male,35,African-American,0,0,0,0,M,0,1
Male,26,Hispanic,0,0,0,0,F,0,2
Female,75,African-American,0,0,0,5,F,0,1
Male,30,African-American,0,0,0,13,M,0,55
Male,36,African-American,0,0,0,16,F,1,0
Male,56,African-American,0,0,0,8,F,0,72
Male,24,African-American,0,0,0,0,F,0,1
Male,34,Other,0,0,0,0,F,1,2
Female,25,African-American,0,0,0,5,M,1,47
Female,39,Hispanic,0,0,0,0,F,0,1
Male,46,Caucasian,0,0,0,0,F,0,1
Male,27,African-American,0,0,0,1,F,0,7
Female,32,Caucasian,0,0,0,0,M,0,1
Male,28,African-American,0,0,0,3,M,1,0
Male,42,African-American,1,0,1,13,M,1,1
Male,59,African-American,0,0,0,2,M,0,0
Male,39,Caucasian,0,0,0,1,F,0,15
Male,55,Caucasian,0,0,0,0,M,0,1
Male,27,Caucasian,0,0,0,0,M,0,1
Male,46,Caucasian,0,0,0,5,M,0,12
Male,37,African-American,0,0,0,7,F,0,14
Male,25,Other,0,0,0,1,F,0,1
Female,26,Hispanic,0,0,0,1,M,0,0
Male,29,Caucasian,0,0,0,2,F,0,120
Male,55,Caucasian,0,0,0,2,F,0,2
Male,35,African-American,0,0,0,1,M,1,1
Male,33,Other,0,0,0,0,F,0,41
Male,43,African-American,0,0,0,0,M,1,1
Female,53,Caucasian,0,0,0,0,M,0,1
Male,60,African-American,0,0,0,9,F,0,21
Male,57,African-American,0,0,0,0,F,0,1
Female,21,African-American,0,0,0,0,M,0,1
Male,55,African-American,0,0,0,17,F,1,26
Male,27,African-American,0,0,0,1,F,1,1
Male,40,African-American,0,0,0,0,F,0,2
Male,57,Other,0,0,0,0,F,0,1
Female,37,Caucasian,0,0,0,0,M,0,1
Female,36,African-American,0,0,0,1,F,0,11
Male,32,Caucasian,0,0,0,2,M,1,5
Male,32,African-American,0,0,0,2,M,0,2
Female,26,Caucasian,0,0,0,1,F,0,1
Male,36,African-American,0,0,0,4,M,1,3
Male,22,Hispanic,0,0,0,0,M,0,1
Female,31,African-American,0,0,0,0,F,0,2
Female,26,African-American,0,0,0,4,F,1,1
Female,50,Caucasian,0,0,0,30,M,1,4
Female,38,African-American,0,0,0,8,F,0,1
Male,21,African-American,0,0,2,4,F,0,0
Male,47,African-American,0,0,0,4,F,0,0
Male,30,African-American,0,0,0,2,F,0,1
Male,36,African-American,0,0,0,2,F,1,1
Female,43,Asian,0,0,0,0,F,0,1
Female,38,Caucasian,0,0,0,0,F,0,1
Male,52,Caucasian,0,0,0,2,F,0,15
Male,35,Caucasian,0,0,0,2,M,0,3
Male,35,Other,0,0,0,0,F,0,2
Male,38,Other,0,0,0,2,F,0,1
Male,53,Caucasian,0,0,0,0,F,0,1
Female,51,Caucasian,0,0,0,1,F,0,5
Male,53,African-American,0,0,0,2,F,0,1
Male,57,African-American,0,0,0,19,F,0,118
Male,22,African-American,0,0,0,5,F,1,19
Male,21,African-American,0,0,0,0,F,1,1
Male,26,African-American,0,0,0,0,F,1,1
Female,24,African-American,0,0,0,1,F,1,14
Male,48,African-American,0,0,0,0,M,0,2
Male,27,African-American,0,0,0,2,F,0,21
Female,49,Caucasian,0,0,0,4,F,0,4
Male,47,Caucasian,0,0,0,1,F,1,1
Male,30,African-American,0,0,0,8,F,1,2
Male,55,African-American,0,0,0,1,M,0,1
Male,44,Caucasian,0,0,0,3,F,0,0
Male,20,African-American,0,0,1,2,F,0,45
Male,34,African-American,0,0,0,1,F,0,2
Male,45,African-American,0,0,0,10,F,1,1
Male,38,Hispanic,0,0,0,0,F,0,1
Male,50,Caucasian,0,0,0,2,M,0,0
Male,32,African-American,0,0,0,0,F,0,0
Male,29,Caucasian,0,0,0,1,M,0,0
Male,26,Caucasian,0,0,0,0,F,0,0
Female,22,African-American,0,0,0,1,F,1,1
Male,47,Hispanic,0,0,0,0,M,0,1
Male,23,Hispanic,0,0,0,2,F,0,23
Male,49,Caucasian,0,0,0,0,F,0,0
Male,35,African-American,1,0,0,7,F,0,490
Male,60,African-American,0,0,0,43,F,0,38
Male,49,African-American,0,0,0,1,F,1,19
Male,59,Caucasian,0,0,0,2,F,0,13
Male,32,Caucasian,0,0,0,6,M,0,28
Male,28,African-American,0,0,0,2,F,0,55
Male,24,African-American,0,0,2,1,M,1,0
Male,40,Hispanic,0,0,0,0,M,0,1
Male,32,African-American,0,0,0,0,F,0,0
Female,54,Hispanic,0,0,0,0,M,0,0
Male,26,African-American,0,0,0,1,M,0,1
Male,27,African-American,0,0,1,9,F,1,800
Male,34,Caucasian,0,0,0,3,F,0,156
Male,29,African-American,0,0,0,0,F,0,1
Male,25,Caucasian,0,0,0,2,M,0,12
Female,62,Caucasian,0,0,0,2,F,1,41
Male,20,Caucasian,0,0,0,0,M,1,1
Male,37,African-American,2,0,0,18,M,0,1
Female,30,Caucasian,0,0,0,5,F,1,7
Male,23,African-American,0,0,0,1,F,1,1
Male,23,Caucasian,0,0,0,0,F,0,1
Female,20,African-American,0,0,0,0,F,0,0
Male,29,Caucasian,0,0,0,7,M,1,46
Male,24,African-American,0,0,0,1,F,0,58
Female,54,Caucasian,0,0,0,1,M,0,27
Female,51,Caucasian,0,0,0,0,M,0,1
Male,66,African-American,0,0,0,3,F,0,0
Male,31,Caucasian,0,0,0,0,M,0,1
Male,50,Caucasian,0,0,0,8,F,0,12
Male,50,African-American,0,0,0,7,F,0,1
Male,40,Caucasian,0,0,0,3,F,0,1
Female,30,African-American,0,0,0,4,M,1,1
Female,24,Caucasian,0,0,0,2,F,0,2
Male,24,Hispanic,0,0,0,0,F,1,1
Female,23,African-American,0,0,0,3,F,1,1
Female,25,African-American,0,0,0,1,M,0,1
Male,54,Caucasian,0,0,0,3,M,1,2
Female,31,African-American,0,0,0,0,F,0,1
Male,25,Caucasian,0,0,2,4,M,0,1
Male,46,Caucasian,0,0,0,1,M,0,2
Female,30,Caucasian,0,0,0,0,M,0,0
Female,35,Hispanic,0,0,0,10,F,0,31
Male,25,Other,0,0,0,1,F,0,266
Female,22,Caucasian,0,0,0,0,M,0,0
Female,32,Caucasian,0,0,0,1,F,0,2
Male,25,African-American,0,0,0,0,M,1,4
Male,22,African-American,0,0,0,3,F,1,0
Male,33,African-American,0,0,0,16,F,1,1
Male,38,Caucasian,0,0,0,5,F,0,1
Female,49,Caucasian,0,0,0,0,M,1,0
Male,30,African-American,0,0,0,10,F,0,105
Male,33,African-American,0,0,0,4,M,1,2
Male,24,African-American,0,0,0,0,F,0,0
Male,23,African-American,0,0,1,1,F,0,1
Male,33,African-American,0,0,1,12,M,1,2
Male,37,Caucasian,0,0,0,0,M,1,1
Female,40,Caucasian,0,0,0,0,M,0,0
Male,23,African-American,0,0,1,1,M,0,1
Male,27,Caucasian,0,0,0,1,F,0,230
Male,43,African-American,0,0,0,9,F,1,1
Male,26,Caucasian,0,0,0,11,F,0,56
Male,35,African-American,0,0,0,5,F,1,2
Male,25,African-American,0,1,0,11,F,1,7
Male,61,African-American,0,0,0,1,F,1,0
Male,30,African-American,0,0,0,0,F,0,0
Female,42,African-American,0,0,0,0,F,0,57
Male,53,Caucasian,0,0,0,1,F,1,51
Male,25,Caucasian,0,0,0,0,M,0,1
Female,52,African-American,0,0,0,1,F,0,1
Male,26,Caucasian,0,0,0,7,M,1,144
Male,39,African-American,0,0,0,1,M,1,0
Male,47,African-American,0,0,0,5,F,0,1
Male,25,African-American,0,0,0,4,F,0,6
Female,52,Caucasian,0,0,0,6,M,0,33
Male,37,Caucasian,0,0,0,0,M,0,0
Female,24,African-American,0,0,0,0,F,0,1
Female,34,African-American,0,0,0,14,F,0,4
Male,30,Caucasian,0,0,0,1,F,0,1
Male,20,African-American,0,0,1,0,F,0,1
Male,24,African-American,0,0,0,5,F,1,117
Male,20,Other,0,0,0,0,M,1,12
Female,40,African-American,0,0,0,0,M,0,1
Male,27,Caucasian,0,0,0,1,F,0,35
Male,25,Caucasian,0,0,0,1,M,1,0
Male,31,Caucasian,0,0,0,3,M,0,32
Female,62,Caucasian,0,0,0,0,M,0,0
Male,23,Caucasian,0,0,0,0,F,1,1
Male,39,African-American,0,0,0,2,M,0,4
Female,60,Caucasian,0,0,0,0,F,0,13
Female,32,Other,0,0,0,0,F,0,2
Male,35,Caucasian,0,0,0,0,M,0,1
Female,24,African-American,0,0,0,0,F,0,1
Female,56,Caucasian,0,0,0,1,F,1,4
Male,30,Caucasian,0,0,0,0,M,0,0
Male,20,African-American,0,0,0,0,M,0,1
Male,41,Caucasian,0,0,0,17,M,1,47
Male,35,Caucasian,0,0,0,4,F,1,1
Male,21,Caucasian,0,0,0,2,F,0,54
Female,60,Caucasian,0,0,0,6,F,0,550
Female,28,Caucasian,0,0,0,0,M,0,0
Male,23,African-American,0,1,0,1,M,0,4
Female,26,Hispanic,0,0,0,1,F,0,1
Male,56,African-American,0,0,0,0,F,0,1
Female,25,Caucasian,0,0,0,0,F,0,1
Male,23,African-American,0,0,0,2,F,1,1
Male,20,Hispanic,0,0,0,0,F,1,1
Male,23,Caucasian,0,1,0,1,M,0,1
Male,21,African-American,0,0,0,0,F,1,2
Female,21,African-American,1,2,2,3,F,1,59
Male,41,Caucasian,5,0,0,16,F,0,280
Male,61,Caucasian,0,0,0,0,M,0,1
Female,35,African-American,0,0,0,2,F,0,14
Male,33,Caucasian,0,0,0,3,M,0,0
Male,26,African-American,0,0,0,2,M,0,0
Male,21,Hispanic,0,0,0,0,F,0,4
Male,25,African-American,0,0,1,8,F,0,58
Male,32,African-American,0,0,0,13,F,0,22
Male,41,African-American,2,1,0,9,M,1,1
Male,24,African-American,0,0,0,0,F,0,4
Male,20,Hispanic,0,0,0,2,F,1,192
Male,23,Caucasian,0,0,0,0,M,0,1
Male,28,African-American,0,0,0,9,F,1,1
Male,25,Native American,0,0,0,7,F,1,1
Female,58,Caucasian,0,0,0,0,F,0,2
Male,49,African-American,0,0,0,3,F,0,1
Female,22,Hispanic,0,0,0,0,F,0,0
Male,21,African-American,0,0,0,0,F,1,2
Female,27,African-American,0,0,0,3,F,1,3
Male,32,African-American,0,0,0,4,F,1,191
Female,25,African-American,0,0,0,1,F,0,102
Male,50,African-American,0,0,0,4,M,0,2
Female,23,African-American,0,0,0,0,M,0,0
Male,34,Caucasian,0,0,0,0,M,0,1
Male,25,African-American,0,0,1,4,F,1,33
Female,33,Caucasian,0,0,0,2,F,1,43
Male,30,Other,0,0,0,9,M,0,2
Male,25,Other,0,0,0,1,M,1,58
Male,30,Hispanic,0,0,0,0,M,0,1
Male,31,African-American,0,0,0,4,F,0,1
Male,39,Caucasian,0,0,0,2,F,0,5
Male,42,Native American,0,0,0,0,M,0,3
Female,29,Caucasian,0,0,0,11,F,1,35
Female,32,African-American,0,0,0,6,F,1,4
Male,27,Other,0,0,0,0,M,0,1
Male,24,Other,0,0,0,5,F,0,1
Male,52,African-American,0,0,0,3,F,0,1
Female,26,Caucasian,0,0,0,3,M,0,1
Male,31,Caucasian,0,0,0,2,F,1,1
Male,38,Hispanic,0,0,0,0,F,0,1
Male,20,African-American,0,0,2,1,F,0,67
Male,25,African-American,0,0,0,5,F,0,57
Male,36,Other,0,0,0,0,F,0,1
Female,30,Caucasian,0,0,0,0,F,0,1
Male,20,African-American,0,0,0,0,M,1,4
Female,29,Caucasian,0,0,0,3,F,0,221
Female,29,African-American,0,0,0,2,F,0,2
Male,24,Asian,0,0,0,0,F,0,1
Male,31,Caucasian,0,0,0,0,F,0,78
Male,28,Caucasian,0,0,0,3,F,0,195
Female,33,Caucasian,0,0,0,0,F,0,1
Male,26,African-American,0,0,0,4,F,0,33
Male,41,Other,0,0,0,1,M,0,1
Male,39,African-American,0,0,0,8,F,0,3
Female,54,Caucasian,0,0,0,12,F,0,171
Female,37,Caucasian,0,0,0,1,M,0,1
Male,27,African-American,0,0,0,1,F,0,34
Male,43,Hispanic,0,0,0,0,M,1,0
Male,49,Caucasian,0,0,0,8,F,1,4
Female,33,African-American,0,0,0,1,F,0,1
Male,20,African-American,0,0,0,1,F,0,83
Male,42,African-American,0,0,0,0,M,0,0
Male,44,Caucasian,0,0,0,0,F,1,9
Male,28,African-American,0,0,0,5,F,1,51
Male,32,African-American,0,0,0,4,F,1,414
Male,30,Caucasian,1,1,0,18,M,0,2
Male,28,African-American,0,0,0,7,F,1,2
Male,38,Caucasian,0,0,0,0,F,0,158
Male,38,African-American,0,0,0,3,F,0,1
Female,27,Caucasian,0,0,0,3,F,0,34
Male,21,Caucasian,0,0,0,1,F,0,1
Male,29,African-American,0,0,0,0,F,0,0
Male,21,Caucasian,0,0,0,0,F,0,501
Female,34,African-American,0,0,0,0,M,1,1
Male,21,Caucasian,0,0,0,1,F,1,1
Male,36,African-American,0,0,0,1,F,1,31
Male,29,African-American,0,0,0,0,M,1,1
Male,34,African-American,0,0,1,3,F,1,1
Male,38,African-American,0,0,0,1,M,0,8
Male,36,Caucasian,0,0,0,0,F,0,25
Male,32,Hispanic,0,0,0,0,M,0,6
Male,27,Caucasian,0,0,0,0,M,0,1
Male,23,African-American,0,0,0,0,M,0,1
Male,47,Caucasian,0,0,0,0,M,0,1
Male,20,African-American,0,0,0,0,F,0,0
Female,25,African-American,0,0,0,2,F,1,1
Male,35,African-American,0,0,0,0,M,0,1
Female,30,Caucasian,0,0,0,1,F,0,42
Female,28,Caucasian,0,0,0,1,M,0,1
Male,30,Caucasian,0,0,0,2,M,1,36
Female,45,Caucasian,0,0,0,3,M,0,44
Male,24,African-American,0,0,0,2,M,1,1
Male,23,African-American,0,0,0,5,F,0,296
Male,22,African-American,0,0,0,0,F,0,1
Male,20,Other,0,8,1,8,F,1,1
Female,42,African-American,0,0,0,0,M,1,2
Male,24,African-American,1,1,0,8,F,1,47
Male,40,Hispanic,0,0,0,0,M,0,0
Male,27,Other,0,0,0,1,F,0,6
Female,57,African-American,0,0,0,3,F,0,155
Male,60,African-American,0,0,0,12,F,0,1
Male,20,African-American,0,0,0,0,M,0,1
Male,33,African-American,0,0,0,6,M,0,1
Male,19,Caucasian,0,0,1,0,M,0,1
Male,34,African-American,0,0,0,2,M,1,24
Male,37,African-American,0,0,0,1,F,0,1009
Male,24,Caucasian,0,0,0,4,M,0,1
Male,27,African-American,0,0,0,0,M,1,2
Male,29,African-American,1,1,1,4,F,1,355
Male,21,Caucasian,1,0,1,1,F,1,37
Female,26,Caucasian,0,0,0,0,F,0,1
Male,32,Hispanic,0,0,0,0,M,0,1
Male,30,Caucasian,0,0,0,10,F,1,109
Female,42,Caucasian,0,0,0,0,F,1,1
Female,29,Caucasian,0,0,0,8,M,0,105
Male,38,Caucasian,0,0,0,1,M,0,101
Male,32,African-American,0,0,0,1,F,0,0
Male,27,Other,0,0,0,0,F,0,2
Male,30,Caucasian,0,0,0,3,M,0,1
Male,22,African-American,0,0,0,1,F,1,1
Male,20,Caucasian,0,0,0,0,M,1,1
Male,57,Caucasian,0,0,0,0,M,0,1
Male,51,Caucasian,0,0,0,3,F,1,1
Male,37,African-American,0,0,0,9,M,0,62
Male,21,African-American,0,0,0,0,F,0,1
Male,22,African-American,0,0,0,0,F,0,35
Male,35,African-American,0,0,0,4,F,1,354
Female,54,Caucasian,0,0,0,1,F,0,76
Male,58,Caucasian,0,0,0,2,F,0,5
Male,44,Caucasian,0,0,0,0,M,0,1
Female,32,Caucasian,0,0,0,0,F,1,1
Male,26,African-American,0,0,1,6,F,0,38
Female,39,African-American,0,0,0,22,F,1,2
Male,31,African-American,0,0,0,0,F,0,281
Male,30,Caucasian,0,0,0,9,M,1,7
Male,20,African-American,0,0,0,0,F,1,209
Male,40,Other,0,0,0,0,M,0,1
Female,45,Caucasian,0,0,0,5,M,0,0
Male,31,African-American,0,0,0,4,F,1,1
Male,23,Hispanic,0,0,0,4,F,0,27
Male,26,Hispanic,0,0,0,0,M,1,3
Female,53,Caucasian,0,0,0,1,M,0,1
Male,44,Caucasian,0,0,0,0,M,0,2
Male,26,African-American,0,0,0,2,F,0,4
Female,54,Caucasian,0,0,0,0,M,0,1
Male,38,Hispanic,0,0,0,0,M,0,1
Male,28,African-American,0,0,0,4,M,0,76
Male,73,Other,0,0,0,2,M,0,3
Female,44,Caucasian,0,0,0,1,M,0,5
Male,21,Caucasian,0,0,0,0,F,1,0
Male,35,Caucasian,0,0,0,1,F,0,183
Male,28,African-American,0,0,0,0,M,0,0
Male,28,Caucasian,0,0,0,2,M,0,1
Male,24,African-American,0,0,0,0,F,1,182
Male,57,African-American,0,0,0,16,F,0,276
Male,28,African-American,0,0,0,0,F,0,0
Male,56,African-American,0,0,0,0,F,0,1
Male,32,Caucasian,0,0,0,7,F,0,1
Male,53,Caucasian,0,0,0,4,F,0,0
Male,47,Hispanic,0,0,0,1,F,0,184
Male,50,African-American,0,0,0,6,F,0,110
Male,20,African-American,0,0,0,1,F,0,1
Male,21,African-American,0,0,0,0,M,0,0
Male,30,Other,0,0,0,1,F,1,2
Male,37,Caucasian,0,0,0,1,M,1,1
Male,60,Hispanic,0,0,0,1,F,0,18
Male,26,Hispanic,0,0,0,1,M,1,1
Male,30,Caucasian,0,0,0,0,M,0,1
Male,19,African-American,0,0,0,0,F,0,45
Male,23,African-American,0,0,2,9,F,0,107
Male,26,Caucasian,0,0,0,2,F,1,1
Male,72,Caucasian,0,0,0,0,M,0,1
Male,20,African-American,0,0,1,2,F,0,62
Female,26,African-American,0,0,0,5,F,1,7
Male,21,Hispanic,0,0,0,0,F,0,2
Female,39,African-American,0,0,0,1,F,0,1
Male,30,Other,0,0,0,0,F,0,6
Male,37,Caucasian,0,0,0,1,M,0,1
Male,44,African-American,0,0,0,2,F,0,2
Male,45,Caucasian,0,0,0,0,M,0,3
Male,69,Caucasian,0,0,0,0,F,0,1
Male,30,African-American,0,0,0,1,F,0,1
Male,38,Asian,0,0,0,2,F,0,8
Male,23,Caucasian,0,0,0,6,F,1,1
Male,48,African-American,0,0,0,12,F,0,2
Male,32,Caucasian,0,0,0,0,F,0,1
Male,37,African-American,0,0,0,1,F,0,36
Male,46,Asian,0,0,0,0,M,0,1
Male,42,African-American,0,0,0,0,F,0,1
Female,20,African-American,0,0,0,0,F,1,12
Male,65,Caucasian,0,0,0,2,M,0,4
Female,34,Caucasian,0,0,0,6,F,0,2
Male,54,Caucasian,0,0,0,4,M,0,3
Female,28,Caucasian,0,0,0,0,M,0,1
Male,44,Caucasian,0,0,0,8,F,0,91
Male,47,African-American,0,0,0,7,F,1,1
Male,39,African-American,0,0,0,5,F,1,26
Female,31,African-American,0,0,0,0,F,0,1
Male,26,Caucasian,0,0,0,0,F,1,2
Male,29,Caucasian,0,0,0,7,M,1,1
Male,51,Caucasian,0,0,0,7,F,1,15
Male,27,Caucasian,0,0,0,0,M,0,1
Male,41,Caucasian,0,0,0,10,F,0,0
Male,73,Caucasian,0,0,0,1,F,0,53
Male,44,African-American,0,0,0,0,M,0,0
Male,24,Hispanic,0,0,0,0,F,0,1
Female,24,African-American,0,0,0,0,F,0,2
Male,49,Caucasian,0,0,0,12,M,0,22
Male,26,Caucasian,0,0,0,0,F,0,27
Male,22,African-American,0,0,0,0,F,1,1
Male,57,African-American,0,0,0,16,F,0,248
Male,65,African-American,0,0,0,23,F,0,236
Male,32,African-American,0,0,0,4,M,1,1
Male,27,African-American,0,0,0,0,M,0,1
Male,36,Other,0,0,0,0,F,0,4
Female,23,African-American,0,0,0,0,F,0,1
Male,30,Caucasian,0,0,0,0,M,0,0
Female,57,Hispanic,0,0,0,2,F,0,61
Female,25,Caucasian,0,0,0,0,M,0,1
Male,34,Caucasian,0,0,0,5,F,0,1
Male,20,African-American,2,0,0,2,F,1,56
Male,28,Hispanic,0,0,0,11,M,0,1
Male,45,Other,0,0,0,0,M,0,1
Male,22,African-American,1,0,0,4,F,0,145
Female,51,Caucasian,0,0,0,5,F,0,33
Male,27,African-American,0,0,0,4,F,1,1
Male,32,African-American,0,0,0,0,F,1,17
Male,43,African-American,0,0,0,2,F,0,6
Female,25,Caucasian,0,0,0,0,M,0,1
Male,22,African-American,0,0,0,2,F,0,868
Male,37,Caucasian,0,0,0,2,F,0,1
Male,26,African-American,0,0,0,0,F,1,1
Male,32,African-American,1,2,0,17,F,1,209
Male,26,African-American,0,0,0,0,M,0,1
Male,32,Other,0,0,0,4,F,0,0
Female,21,Caucasian,0,0,0,5,F,0,1
Male,39,Hispanic,0,0,0,3,F,0,14
Female,58,African-American,0,0,0,4,F,0,1
Male,51,Caucasian,0,0,0,1,M,0,4
Male,33,Other,0,0,0,0,M,0,1
Female,22,Caucasian,0,0,1,1,M,0,0
Male,26,African-American,0,0,0,6,M,1,0
Male,21,African-American,2,0,1,2,F,1,140
Female,26,Caucasian,0,0,0,0,F,0,0
Male,31,Caucasian,0,0,0,0,F,1,35
Male,43,Caucasian,0,0,0,2,F,0,2
Male,23,African-American,0,0,0,0,M,0,1
Male,25,Caucasian,0,0,0,0,F,0,1
Male,22,African-American,0,0,0,6,F,0,1
Male,30,African-American,0,0,0,6,F,0,134
Male,25,African-American,0,3,1,15,F,1,2
Male,20,African-American,0,0,1,0,F,1,1
Male,39,Hispanic,0,0,0,0,F,0,1
Male,31,African-American,0,0,0,3,F,1,1
Male,33,African-American,0,0,0,1,F,1,3
Male,59,African-American,0,0,0,1,F,0,1
Male,21,Hispanic,0,0,2,1,F,0,2
Male,53,African-American,0,0,0,8,F,1,5
Male,34,Caucasian,0,0,0,2,M,0,1
Male,36,Caucasian,0,0,0,6,F,0,0
Male,22,Other,0,0,0,0,M,0,2
Male,23,African-American,0,0,0,0,F,0,1
Male,32,African-American,0,0,0,2,M,0,109
Male,32,African-American,0,0,0,11,M,1,2
Female,66,Caucasian,0,0,0,1,M,0,28
Female,36,Other,0,0,0,0,F,0,2
Male,66,Other,0,0,0,0,M,0,1
Female,24,Caucasian,0,0,0,0,M,0,24
Male,30,African-American,0,0,0,7,F,1,603
Male,28,African-American,0,0,0,1,M,0,2
Male,43,Caucasian,0,0,0,4,F,1,2
Male,35,African-American,0,0,0,3,M,0,11
Male,25,African-American,0,0,0,1,F,0,2
Male,21,African-American,0,0,0,1,F,0,0
Male,19,African-American,3,0,0,2,F,1,15
Male,32,African-American,0,0,0,1,F,0,2
Male,48,Caucasian,0,0,0,0,M,0,0
Male,22,African-American,0,0,0,1,M,1,4
Male,29,African-American,0,0,0,0,F,0,0
Female,23,African-American,0,0,0,0,M,0,2
Male,62,African-American,0,0,0,15,F,0,36
Male,37,Caucasian,0,0,0,0,F,0,1
Female,33,Caucasian,0,0,0,0,M,0,1
Male,35,African-American,0,0,0,1,M,0,0
Male,53,Caucasian,0,0,0,0,F,1,0
Male,59,Caucasian,0,0,0,17,F,1,23
Male,34,African-American,0,0,0,2,F,0,2
Female,48,Caucasian,0,0,0,0,M,0,1
Female,33,African-American,0,0,0,1,F,0,1
Male,44,Caucasian,0,0,0,0,M,0,1
Male,31,Caucasian,0,0,0,10,F,1,2
Male,28,African-American,0,0,1,2,F,1,1
Male,56,Other,0,0,0,9,F,0,139
Male,51,Hispanic,0,0,0,1,F,0,17
Female,47,African-American,0,0,0,5,F,0,1
Male,23,African-American,0,0,0,0,F,1,5
Male,21,Hispanic,0,0,0,0,F,0,0
Male,26,Caucasian,0,0,0,0,F,0,0
Male,22,African-American,0,3,0,3,F,0,0
Male,29,African-American,0,0,0,0,M,0,1
Male,57,Caucasian,0,0,0,0,M,0,0
Male,20,African-American,0,1,1,2,F,1,2
Male,27,African-American,0,0,0,15,M,0,142
Male,44,Caucasian,0,0,0,0,M,0,1
Male,41,African-American,0,0,0,2,F,0,15
Male,57,African-American,0,0,0,20,M,0,240
Male,65,Caucasian,0,0,0,0,M,0,6
Male,27,Caucasian,0,0,0,3,M,0,1
Female,28,African-American,0,0,1,4,F,0,0
Female,38,African-American,0,0,0,0,F,0,34
Male,27,Caucasian,0,0,0,1,M,1,22
Male,61,Caucasian,0,0,0,0,F,0,1
Male,31,Caucasian,0,0,0,7,M,0,1
Male,23,Caucasian,0,0,0,5,F,1,14
Male,33,African-American,0,0,0,16,M,1,1
Male,26,African-American,0,0,0,3,F,1,1
Male,20,African-American,0,0,2,0,F,1,1
Male,55,Caucasian,0,0,0,2,M,1,1
Male,36,African-American,0,0,0,0,F,0,1
Male,48,Other,0,0,0,4,F,1,4
Male,22,Other,0,0,0,5,F,1,2
